split,filename,titulo,etiquetas_rostro,etiquetas_cabello,etiquetas_otras,clases_idx,analisis,page_url,imagen_local
train,serge-pizzornos-hair-spiky-with-fringe__00.jpg,Serge Pizzornos Hair Spiky With Fringe,Oval Face Shape,Medium|Straight|Texture|Thick,Black|Coloured Hair|Fringe,12|2|5|6|7,"Known for being an early adopter of the 70s shag/mulletlook many years ago, Serge Pizzorno’s hair in thistextured,spikycut with bluntfringeis still a standout style. But it’s a little more attainable.",https://manforhimself.com/mens-hairstyles/serge-pizzornos-hair-spiky-with-fringe/,dataset_cryai/images/serge-pizzornos-hair-spiky-with-fringe__00.jpg
train,ross-geller-medium-length-hair-swept-back__00.jpg,Ross Geller Medium Length Hair Swept Back,Rectangle Face Shape,Medium|Thick,90s Throwback|Brown|Classic|Quiff,13|2|7,"Alongside other ‘heartthrobs’ with medium length wavy hair, like 90sHugh Grantand Bridgerton starJonathan Bailey, Ross Geller’s style is back in fashion. Whether it’s down to the lockdown length that people can’t bear to part with or the more wider trend for men to wear their hair longer, it’s definitely a key 2021 look.",https://manforhimself.com/mens-hairstyles/ross-geller-medium-length-hair-swept-back/,dataset_cryai/images/ross-geller-medium-length-hair-swept-back__00.jpg
train,andrew-garfield-wavy-quiff__00.jpg,Andrew Garfield Wavy Quiff,Square Face Shape,Curly|Wavy,Brown|Celebrity|Classic|Quiff|Scissor Cut,15|0|8,"With a head of hair almost as large as his acting CV, Andrew Garfield’swavyquiffand thatthickbonce is almost a character in itself.",https://manforhimself.com/mens-hairstyles/andrew-garfield-wavy-quiff/,dataset_cryai/images/andrew-garfield-wavy-quiff__00.jpg
train,dominic-sessa-medium-length-curly-hair__00.jpeg,Dominic Sessa Medium Length Curly Hair,Oval Face Shape,Curly|Medium|Texture,Brown|Celebrity,12|0|2|6,A lot of men have gone through life cursing theircurlyhair and opting forshort cropsandbuzz cutsinstead. But not Dominic Sessa: he’s rocking his lustrous curls with the rock star panache.,https://manforhimself.com/mens-hairstyles/dominic-sessa-medium-length-curly-hair/,dataset_cryai/images/dominic-sessa-medium-length-curly-hair__00.jpeg
train,taron-egerton-medium-length-hairstyle-with-widows-peak__00.jpg,Taron Egerton Medium Length Hairstyle With Widows Peak,Rectangle Face Shape,Medium,Celebrity|Thinning|Widow's Peak,13|2,"Let’s be honest, Taron Egerton doesn’t make as bold choices with his hair as he does with his acting roles (Elton John, Eddie the Eagle… to name just a few) but we think this swept backgrown-outhairstyle works really well with his widow’s peak.",https://manforhimself.com/mens-hairstyles/taron-egerton-medium-length-hairstyle-with-widows-peak/,dataset_cryai/images/taron-egerton-medium-length-hairstyle-with-widows-peak__00.jpg
train,toby-huntington-whiteley-classic-swept-back-hairstyle__00.jpeg,Toby Huntington Whiteley Classic Swept Back Hairstyle,Oval Face Shape,Medium|Texture,90s Throwback|Celebrity|Centre Part|Classic|Scissor Cut,12|2|6,"Toby Huntington-Whiteley’s classic swept-back hairstyle is giving90s-eraHugh Grant vibes, but with a contemporary twist thanks to those slightly shorter sides.",https://manforhimself.com/mens-hairstyles/toby-huntington-whiteley-classic-swept-back-hairstyle/,dataset_cryai/images/toby-huntington-whiteley-classic-swept-back-hairstyle__00.jpeg
train,louis-partridge-soft-textured-mullet__00.jpg,Louis Partridge Soft Textured Mullet,Square Face Shape,Medium|Texture,Brown|Celebrity|Mullet,15|2|6,"From a choppy punk crop as Sid Vicious inPistol, to his current on-trend look, a soft,texturedmullet,Louis Partridge’s hair is quite the scene stealer.",https://manforhimself.com/mens-hairstyles/louis-partridge-soft-textured-mullet/,dataset_cryai/images/louis-partridge-soft-textured-mullet__00.jpg
train,jack-quaids-hair-tousled-curly-mini-mullet__00.jpg,Jack Quaids Hair Tousled Curly Mini Mullet,Oval Face Shape,Curly|Medium|Texture|Wavy,Brown|Celebrity|Mullet,12|0|2|6|8,"At theCompanionpremiere, actor Jack Quaid’s hair looked effortlesslytousled. Kinda like he’d rocked up on the red carpet after giving his barnet nothing more than a spritz oftexture sprayin the back of the Uber.",https://manforhimself.com/mens-hairstyles/jack-quaids-hair-tousled-curly-mini-mullet/,dataset_cryai/images/jack-quaids-hair-tousled-curly-mini-mullet__00.jpg
train,shawn-mendes-long-curly-hairstyle__00.jpg,Shawn Mendes Long Curly Hairstyle,Rectangle Face Shape,Curly|Thick|Wavy,Celebrity|Shawn Mendes,13|0|7|8,"Shawn Mendes’ long curly hairstyle is a move on from his shorter, more polished pre-pandemic pop star locks.",https://manforhimself.com/mens-hairstyles/shawn-mendes-long-curly-hairstyle/,dataset_cryai/images/shawn-mendes-long-curly-hairstyle__00.jpg
train,sam-riley-medium-length-hair-with-centre-part__00.jpg,Sam Riley Medium Length Hair With Centre Part,Round Face Shape,Fine|Medium|Straight,Brown|Celebrity,14|1|2|5,Sam Riley’smedium length hairwithcentre partmight seem a bit like ‘don’t-care hair’ but that’s the magic of this style.,https://manforhimself.com/mens-hairstyles/sam-riley-medium-length-hair-with-centre-part/,dataset_cryai/images/sam-riley-medium-length-hair-with-centre-part__00.jpg
train,evan-mock-soft-mullet-with-textured-fringe__00.jpg,Evan Mock Soft Mullet With Textured Fringe,Oval Face Shape,Medium|Straight|Texture,Asian Hair|Black|Celebrity|Fringe|Mullet,12|2|5|6,Evan Mock’s softmulletwith texturedfringeis one of the hugest transformations MFH has seen in a while.,https://manforhimself.com/mens-hairstyles/evan-mock-soft-mullet-with-textured-fringe/,dataset_cryai/images/evan-mock-soft-mullet-with-textured-fringe__00.jpg
train,bill-skarsgards-hair__00.jpg,Bill Skarsgards Hair,Oval Face Shape,Fine|Short|Straight,Celebrity|Classic|Side Part,12|1|4|5,Bill Skarsgård’s hair in thisshort back and sidesstyle is a striking contrast to his dark and brooding on-screen roles. And that’s exactly what makes it interesting.,https://manforhimself.com/mens-hairstyles/bill-skarsgards-hair/,dataset_cryai/images/bill-skarsgards-hair__00.jpg
train,pierce-brosnan-swept-back-hair-with-widows-peak__00.jpg,Pierce Brosnan Swept Back Hair With Widows Peak,Round Face Shape,,Celebrity|Classic|Grey|Widow's Peak,14,"Pierce Brosnan’sswept back hairwithwidow’s peakis a masterclass in classic, ageless hairstyling.",https://manforhimself.com/mens-hairstyles/pierce-brosnan-swept-back-hair-with-widows-peak/,dataset_cryai/images/pierce-brosnan-swept-back-hair-with-widows-peak__00.jpg
train,austin-butlers-hair-tousled-quiff__00.jpg,Austin Butlers Hair Tousled Quiff,Long Face Shape,Medium|Texture|Thick|Wavy,Blonde|Celebrity|Classic|Quiff,11|2|6|7|8,"On or off-screen, Austin Butler’s hair always gives us serious inspiration, and this messyquiffstyle doesn’t disappoint.",https://manforhimself.com/mens-hairstyles/austin-butlers-hair-tousled-quiff/,dataset_cryai/images/austin-butlers-hair-tousled-quiff__00.jpg
train,drake-close-crop-with-high-fade-and-love-heart-design__00.jpg,Drake Close Crop With High Fade And Love Heart Design,Round Face Shape,Short,Afro|Black|Celebrity|crop|Fade,14|4,"He may have had the heart shaved in last year as a clever way to promote his albumCertified Lover Boy, but Drake’sclose cropwithhigh fadeand love heart design clearly tickled his fancy, because he kept it for a lot of 2021.",https://manforhimself.com/mens-hairstyles/drake-close-crop-with-high-fade-and-love-heart-design/,dataset_cryai/images/drake-close-crop-with-high-fade-and-love-heart-design__00.jpg
train,daniel-millar-tousled-curly-hairstyle-with-fringe__00.jpeg,Daniel Millar Tousled Curly Hairstyle With Fringe,Diamond Face Shape,Curly|Medium|Texture|Wavy,Celebrity|Scissor Cut,9|0|2|6|8,Daniel Millar’stousledcurly hairstyleis a great example of how creative you can get with curly haircuts. Just check out the model’s next-level texture and choppy fringe.,https://manforhimself.com/mens-hairstyles/daniel-millar-tousled-curly-hairstyle-with-fringe/,dataset_cryai/images/daniel-millar-tousled-curly-hairstyle-with-fringe__00.jpeg
train,penn-badgleys-hair-medium-length-curly-hairstyle__00.jpg,Penn Badgleys Hair Medium Length Curly Hairstyle,Square Face Shape,Curly|Short|Texture|Wavy,Black|Classic|Quiff|Side Part,15|0|4|6|8,Youstar Penn Badgley’s hair is low-key—thecurlsare cut in a way that there’s a little control without sacrificing any of the fun stuff – aka the texture.,https://manforhimself.com/mens-hairstyles/penn-badgleys-hair-medium-length-curly-hairstyle/,dataset_cryai/images/penn-badgleys-hair-medium-length-curly-hairstyle__00.jpg
train,jonathan-baileys-hair-swept-back-wet-look-hairstyle__00.jpg,Jonathan Baileys Hair Swept Back Wet Look Hairstyle,Oval Face Shape,Short|Straight|Thick,Brown|Celebrity|Classic|Scissor Cut|Slicked Back,12|4|5|7,"From Bridgerton ballrooms to dinosaur chasing inJurassic World: Rebirth, Jonathan Bailey’s hair has had a busier career than most actors. One minute he’s a dashing Regency rake with sideburns sharp enough to duel with, the next he’s wrangling prehistoric predators while maintaining his Hollywood shine.",https://manforhimself.com/mens-hairstyles/jonathan-baileys-hair-swept-back-wet-look-hairstyle/,dataset_cryai/images/jonathan-baileys-hair-swept-back-wet-look-hairstyle__00.jpg
train,benedict-cumberbatchs-hair-short-curly-hairstyle__00.jpg,Benedict Cumberbatchs Hair Short Curly Hairstyle,Long Face Shape,Curly|Short|Texture|Wavy,Celebrity|Classic,11|0|4|6|8,"He’s an acting chameleon who shies away from the spotlight, so as a result, Benedict Cumberbatch’s hair, when he is off duty, is not something we’re used to seeing.",https://manforhimself.com/mens-hairstyles/benedict-cumberbatchs-hair-short-curly-hairstyle/,dataset_cryai/images/benedict-cumberbatchs-hair-short-curly-hairstyle__00.jpg
train,eddie-redmayne-short-back-sides-haircut__00.jpg,Eddie Redmayne Short Back Sides Haircut,Diamond Face Shape,Straight,Brown|Celebrity|Classic,9|5,"Eddie Redmayne has never strayed far from the short, back and sides haircut – but it does suit him. He keeps things short, but with just enough length to style it textured.",https://manforhimself.com/mens-hairstyles/eddie-redmayne-short-back-sides-haircut/,dataset_cryai/images/eddie-redmayne-short-back-sides-haircut__00.jpg
train,billy-barratts-hair-shaggy-medium-length-curls__00.jpg,Billy Barratts Hair Shaggy Medium Length Curls,Oval Face Shape,Curly|Fine|Medium|Texture,Celebrity|Fringe,12|0|1|2|6,"Billy Barratt’s hair pulls off the ultimate vibe, balancing casual dishevelment with just a touch of polish.",https://manforhimself.com/mens-hairstyles/billy-barratts-hair-shaggy-medium-length-curls/,dataset_cryai/images/billy-barratts-hair-shaggy-medium-length-curls__00.jpg
train,chris-olsen-preppy-haircut-with-side-part-and-medium-fade__00.jpeg,Chris Olsen Preppy Haircut With Side Part And Medium Fade,Square Face Shape,Short|Straight|Thick,Celebrity|Dyed|Fade|Side Part,15|4|5|7,"Coffee-preneur and social media A-lister Chris Olsen’s every move is watched by millions – and MFH is sure gazillions of followers will be requesting hisshort,classic, preppy-style,side-partedcut with that subtle but effectivefade.",https://manforhimself.com/mens-hairstyles/chris-olsen-preppy-haircut-with-side-part-and-medium-fade/,dataset_cryai/images/chris-olsen-preppy-haircut-with-side-part-and-medium-fade__00.jpeg
train,burna-boys-hair-long-thick-dreadlocks__00.jpg,Burna Boys Hair Long Thick Dreadlocks,Long|Round Face Shape,Texture|Thick,Afro|Black|Celebrity,10|14|6|7,"Burna Boy’s hair is a serious vibe.Dreadshave a rich cultural history, symbolising strength and pride, and he wears them with effortless swag.",https://manforhimself.com/mens-hairstyles/burna-boys-hair-long-thick-dreadlocks/,dataset_cryai/images/burna-boys-hair-long-thick-dreadlocks__00.jpg
train,david-beckham-shaved-head__00.jpg,David Beckham Shaved Head,Square Face Shape,,Buzz Cut|Celebrity|David Beckham|Shaved Head,15,"The man, the icon. Every hairstyle seems to suitDavid Beckham. Big fan of this shaved look on him. It definitely gives him a more rugged appearance.",https://manforhimself.com/mens-hairstyles/david-beckham-shaved-head/,dataset_cryai/images/david-beckham-shaved-head__00.jpg
train,diffused-curls-with-scissor-cut-sides-hairstyle__00.jpg,Diffused Curls With Scissor Cut Sides Hairstyle,Rectangle Face Shape,Curly|Thick,Brown|Classic|Coarse,13|0|7,Curls can be difficult to manage and maintain at home but this scissor cut creates a great base for you to work on. We don’t think there’s a more timeless look for curls than this.,https://manforhimself.com/mens-hairstyles/diffused-curls-with-scissor-cut-sides-hairstyle/,dataset_cryai/images/diffused-curls-with-scissor-cut-sides-hairstyle__00.jpg
train,ewan-mitchells-hair-short-bleached-swept-back-hairstyle__00.jpg,Ewan Mitchells Hair Short Bleached Swept Back Hairstyle,Oval Face Shape,Short,Blonde|Celebrity|Dyed|Scissor Cut|taper,12|4,There are so many things to love aboutHouse of the Dragonstar Ewan Mitchell’s hair. The sophisticated sweep. Theshortback and sides. The soft-yet-icy shade that’s synonymous with his role as Aemond Targaryen in HBO’s hit show.,https://manforhimself.com/mens-hairstyles/ewan-mitchells-hair-short-bleached-swept-back-hairstyle/,dataset_cryai/images/ewan-mitchells-hair-short-bleached-swept-back-hairstyle__00.jpg
train,david-tennant-short-haircut-with-semi-quiff-and-side-part__00.jpg,David Tennant Short Haircut With Semi Quiff And Side Part,Oval Face Shape,Short,Brown|Celebrity|Classic|Quiff|Scissor Cut,12|4,"David Tennant’sshort haircutwith semiquiffandside partis a sharp, seriously groomed look for everyone’s favourite former Dalek-buster.",https://manforhimself.com/mens-hairstyles/david-tennant-short-haircut-with-semi-quiff-and-side-part/,dataset_cryai/images/david-tennant-short-haircut-with-semi-quiff-and-side-part__00.jpg
train,nicholas-galitzine-slicked-down-side-parted-taper-hairstyle__00.jpg,Nicholas Galitzine Slicked Down Side Parted Taper Hairstyle,Rectangle Face Shape,Straight,Brown|Celebrity|Classic|taper,13|5,Aclassicslicked back taper hairstyle works really well with a deep side parting like Cinderella actor Nicholas Galitzine’s.,https://manforhimself.com/mens-hairstyles/nicholas-galitzine-slicked-down-side-parted-taper-hairstyle/,dataset_cryai/images/nicholas-galitzine-slicked-down-side-parted-taper-hairstyle__00.jpg
train,charlie-heaton-bouffant-side-swept-quiff__00.png,Charlie Heaton Bouffant Side Swept Quiff,Round Face Shape,Fine|Texture,Celebrity|Quiff|Volume,14|1|6,Stranger Things’Charlie Heaton’sbouffantside sweptquiffhas his trademark tousle and lack of obvious polish.,https://manforhimself.com/mens-hairstyles/charlie-heaton-bouffant-side-swept-quiff/,dataset_cryai/images/charlie-heaton-bouffant-side-swept-quiff__00.png
train,jonathan-groff-classic-hairstyle-with-swept-over-quiff__00.jpeg,Jonathan Groff Classic Hairstyle With Swept Over Quiff,Round Face Shape,Short|Straight|Thick,Celebrity|Classic|Quiff,14|4|5|7,"Looking suave at the Met Gala, Jonathan Groff’sclassichairstyle might not have stood out amongst that fashion-forward crowd – but MFH bets that lustrous shine did.",https://manforhimself.com/mens-hairstyles/jonathan-groff-classic-hairstyle-with-swept-over-quiff/,dataset_cryai/images/jonathan-groff-classic-hairstyle-with-swept-over-quiff__00.jpeg
train,robbie-williams-mullet-mohawk-with-quiff__00.jpg,Robbie Williams Mullet Mohawk With Quiff,Round Face Shape,Fine|Texture,Celebrity|Grey|Mohawk|Mullet|Quiff|Thinning,14|1|6,"Robbie Williams’mulletmohawkwithquiffmight seem a youthful look for agreying, 48-year-old father of four, but here at MFH, we think that age is no barrier to being creative with your bonce. If you have the confidence to carry it off, then get cutting.",https://manforhimself.com/mens-hairstyles/robbie-williams-mullet-mohawk-with-quiff/,dataset_cryai/images/robbie-williams-mullet-mohawk-with-quiff__00.jpg
train,orlando-bloom-cropped-mini-mullet-with-low-fade__00.jpg,Orlando Bloom Cropped Mini Mullet With Low Fade,Round Face Shape,Curly|Wavy,Celebrity|crop|Fade|Mullet,14|0|8,Orlando Bloom’s new haircut – a minimulletwith lowfadeis edgier than his normal head of glossycurls.,https://manforhimself.com/mens-hairstyles/orlando-bloom-cropped-mini-mullet-with-low-fade/,dataset_cryai/images/orlando-bloom-cropped-mini-mullet-with-low-fade__00.jpg
train,matthew-mcconaughey-hair-medium-length-textured-waves__00.jpg,Matthew Mcconaughey Hair Medium Length Textured Waves,Oval Face Shape,Medium|Texture|Wavy,Brown|Celebrity,12|2|6|8,"McConaughey’s medium-length textured waves are the perfect blend of rugged and sophisticated. The natural movement makes it easy to style, while the light layering prevents bulkiness, keeping the look refined. This hairstyle is great for:",https://manforhimself.com/mens-hairstyles/matthew-mcconaughey-hair-medium-length-textured-waves/,dataset_cryai/images/matthew-mcconaughey-hair-medium-length-textured-waves__00.jpg
train,charles-parnell-grey-afro-hairstyle-with-length-on-top__00.jpg,Charles Parnell Grey Afro Hairstyle With Length On Top,Square Face Shape,Texture|Thick,Afro|Celebrity|Grey,15|6|7,Charles Parnell’sgreyAfro hairstylewith length on top sends him shooting to the top of MFH’s Greynaissance Leader Board.,https://manforhimself.com/mens-hairstyles/charles-parnell-grey-afro-hairstyle-with-length-on-top/,dataset_cryai/images/charles-parnell-grey-afro-hairstyle-with-length-on-top__00.jpg
train,alexander-skarsgard-short-back-and-sides-with-semi-quiff__00.jpg,Alexander Skarsgard Short Back And Sides With Semi Quiff,Oval Face Shape,Fine|Short|Straight,Blonde|Celebrity|Quiff|Scissor Cut,12|1|4|5,"It’ll come as no surprise that Alexander Skarsgard’sshort back and sideswith semiquiffis his go to hairstyle – because his fashion style, whether on the red carpet style or off-duty, is similarly minimal, yet classy and stylish.",https://manforhimself.com/mens-hairstyles/alexander-skarsgard-short-back-and-sides-with-semi-quiff/,dataset_cryai/images/alexander-skarsgard-short-back-and-sides-with-semi-quiff__00.jpg
train,toby-wallaces-hair-short-textured__00.jpg,Toby Wallaces Hair Short Textured,Round Face Shape,Straight|Texture|Thick,Celebrity,14|5|6|7,Toby Wallace’shair has enviable shine and health – probably because he had it cut extremely short for his role inThe Bikeridersand got rid of all the split ends.,https://manforhimself.com/mens-hairstyles/toby-wallaces-hair-short-textured/,dataset_cryai/images/toby-wallaces-hair-short-textured__00.jpg
train,oscar-isaac-quiff-with-short-back-and-sides-and-taper__00.jpg,Oscar Isaac Quiff With Short Back And Sides And Taper,Round Face Shape,Curly|Short|Thick,Celebrity|Classic|Quiff|Scissor Cut,14|0|4|7,"Although MFH loves it when his hairstyle shows off his natural,thick,curls, Oscar Isaac’squiffwithshort back and sidesandtaperis the perfect, polished, red carpet look for the Screen Actors Guild Awards.",https://manforhimself.com/mens-hairstyles/oscar-isaac-quiff-with-short-back-and-sides-and-taper/,dataset_cryai/images/oscar-isaac-quiff-with-short-back-and-sides-and-taper__00.jpg
train,chandler-bing-short-taper-hairstyle-gelled-back__00.jpg,Chandler Bing Short Taper Hairstyle Gelled Back,Rectangle Face Shape,Medium|Thick,90s Throwback|Brown|Classic|Quiff,13|2|7,The actor’s gelled back style looks a little greasy for MFH’s liking. But if you do want to create Chandler Bing’s look reach forgelor a high shinepomadeand work copious amounts through hair.,https://manforhimself.com/mens-hairstyles/chandler-bing-short-taper-hairstyle-gelled-back/,dataset_cryai/images/chandler-bing-short-taper-hairstyle-gelled-back__00.jpg
train,austin-butler-long-beachy-hairstyle__00.jpg,Austin Butler Long Beachy Hairstyle,Long|Oval Face Shape,Normal|Wavy,Austin Butler|Celebrity,10|12|3|8,Beachy waves aren’t just a hairstyle for summer asAustinButlerso perfectly demonstrates. Wearing it just below the shoulders is the perfect length for framing – and defining – Austin’s model features.,https://manforhimself.com/mens-hairstyles/austin-butler-long-beachy-hairstyle/,dataset_cryai/images/austin-butler-long-beachy-hairstyle__00.jpg
train,bobby-brazier-jaw-length-curly-hairstyle__00.jpg,Bobby Brazier Jaw Length Curly Hairstyle,Long|Oval Face Shape,Curly|Short|Texture|Thick,Blonde|Brown|Celebrity,10|12|0|4|6|7,"Although he had to get it chopped shorter for Eastenders (we’ll see him on screen in autumn), MFH loves 19-year-old Bobby Brazier’sjaw-lengthcurly hairstylefrom about a year or so ago.",https://manforhimself.com/mens-hairstyles/bobby-brazier-jaw-length-curly-hairstyle/,dataset_cryai/images/bobby-brazier-jaw-length-curly-hairstyle__00.jpg
train,tan-france-grey-quiff-hairstyle-with-side-part__00.jpeg,Tan France Grey Quiff Hairstyle With Side Part,Diamond Face Shape,Short,Celebrity|Grey|Quiff|Scissor Cut|Side Part|taper,9|4,Tan France’sgreyquiffhairstyle is as chic and iconic as theQueer Eyehost himself.,https://manforhimself.com/mens-hairstyles/tan-france-grey-quiff-hairstyle-with-side-part/,dataset_cryai/images/tan-france-grey-quiff-hairstyle-with-side-part__00.jpeg
train,charlie-hunnams-hair-swept-back-hair-with-volume__00.jpg,Charlie Hunnams Hair Swept Back Hair With Volume,Oval Face Shape,Medium|Straight|Thick,Blonde|Celebrity|Classic|Slicked Back|Volume,12|2|5|7,"Charlie Hunnam’s hair inMonster: The Ed Gein Storywas a severe, unflattering 1940s look. But IRL Charlie’s now grown out cut Ed Geins cut shows how a timelessslick-backcan get a modern update. The added volume at the front stops it from looking flat.",https://manforhimself.com/mens-hairstyles/charlie-hunnams-hair-swept-back-hair-with-volume/,dataset_cryai/images/charlie-hunnams-hair-swept-back-hair-with-volume__00.jpg
train,timothee-chalamets-hair-buzz-cut__00.jpg,Timothee Chalamets Hair Buzz Cut,Triangle Face Shape,Short|Texture,Buzz Cut|Celebrity|Classic,16|4|6,Timothee Chalamet’shair has long been inspiration for millions ofcurly-hairedmen worldwide. Those effortless curls were practically cinematic.,https://manforhimself.com/mens-hairstyles/timothee-chalamets-hair-buzz-cut/,dataset_cryai/images/timothee-chalamets-hair-buzz-cut__00.jpg
train,daniel-ings-side-parted-hair-with-long-wavy-fringe__00.jpeg,Daniel Ings Side Parted Hair With Long Wavy Fringe,Square Face Shape,Medium|Wavy,Brown|Celebrity|Classic|Fringe|Side Part,15|2|8,"Playing the disgruntled elder son Freddy, inThe Gentleman, Daniel Ings steals every scene – and IRL his long,wavyfringeis the scene stealer from this otherwise veryclassic cut.",https://manforhimself.com/mens-hairstyles/daniel-ings-side-parted-hair-with-long-wavy-fringe/,dataset_cryai/images/daniel-ings-side-parted-hair-with-long-wavy-fringe__00.jpeg
train,sam-mccarthy-long-hairstyle-with-centre-parting__00.jpg,Sam Mccarthy Long Hairstyle With Centre Parting,Long|Oval Face Shape,,90s Throwback|Blonde|Dyed,10|12,"Nineties hairstylesare back in a big way – and Dead to Me actor Sam McCarthy definitely got the memo. We like the longgrown-outlayers, but Sam’s dyed blonde locks are little too grungy for MFH’s liking.",https://manforhimself.com/mens-hairstyles/sam-mccarthy-long-hairstyle-with-centre-parting/,dataset_cryai/images/sam-mccarthy-long-hairstyle-with-centre-parting__00.jpg
train,pedro-pascals-hair-short-cut-with-curly-quiff__00.jpg,Pedro Pascals Hair Short Cut With Curly Quiff,Oval Face Shape,Curly|Short|Texture|Wavy,Brown|Celebrity|Quiff,12|0|4|6|8,Pedro Pascal’s hair is an MFH favourite amongmen’s hairstyles. That retro-inspiredcurlyquiffis a masterclass in blending vintage charm with modern flair.,https://manforhimself.com/mens-hairstyles/pedro-pascals-hair-short-cut-with-curly-quiff/,dataset_cryai/images/pedro-pascals-hair-short-cut-with-curly-quiff__00.jpg
train,glen-powell-textured-tapered-hairstyle__00.jpeg,Glen Powell Textured Tapered Hairstyle,Square Face Shape,Short|Straight|Texture,Blonde|Celebrity|Scissor Cut|taper,15|4|5|6,Glen Powell’stexturedtaperedhairstyle can be astousledor as sleek as you want.,https://manforhimself.com/mens-hairstyles/glen-powell-textured-tapered-hairstyle/,dataset_cryai/images/glen-powell-textured-tapered-hairstyle__00.jpeg
train,naoki-kobayashi-long-fringe-hairstyle__00.jpg,Naoki Kobayashi Long Fringe Hairstyle,Rectangle Face Shape,Medium,Asian|Black|Celebrity|Naoki Kobayashi,13|2,It’s a messy and lived-in look for Naoki Kobayashi and it really suits him!,https://manforhimself.com/mens-hairstyles/naoki-kobayashi-long-fringe-hairstyle/,dataset_cryai/images/naoki-kobayashi-long-fringe-hairstyle__00.jpg
train,barry-keoghans-hair-textured-cut-with-fringe__00.jpg,Barry Keoghans Hair Textured Cut With Fringe,Square Face Shape,Short|Straight|Texture|Thick,Brown|Celebrity|Fringe,15|4|5|6|7,Man For Himself is run by Robin James – men’s grooming and lifestyle creator.,https://manforhimself.com/mens-hairstyles/barry-keoghans-hair-textured-cut-with-fringe/,dataset_cryai/images/barry-keoghans-hair-textured-cut-with-fringe__00.jpg
train,bowen-yangs-hair-crew-cut-high-fade__00.jpg,Bowen Yangs Hair Crew Cut High Fade,Round Face Shape,Short|Straight|Texture,Celebrity|crop|Fade,14|4|5|6,Bowen Yang’s hair in thiscrew cutwith a highfadeis sharp look – apt for theSaturday Night Livecomedian who specialises in biting satire.,https://manforhimself.com/mens-hairstyles/bowen-yangs-hair-crew-cut-high-fade/,dataset_cryai/images/bowen-yangs-hair-crew-cut-high-fade__00.jpg
train,pedro-pascal-wavy-swept-back-hair__00.jpg,Pedro Pascal Wavy Swept Back Hair,Round Face Shape,Curly|Fine|Texture|Wavy,Brown|Celebrity,14|0|1|6|8,Pedro Pascal’swavyswept back hairis a different look to his normal style – which is the  ‘I just rolled out of bed and ran my fingers through it’ kind of hairstyle.,https://manforhimself.com/mens-hairstyles/pedro-pascal-wavy-swept-back-hair/,dataset_cryai/images/pedro-pascal-wavy-swept-back-hair__00.jpg
train,hugo-ekitikes-hair-short-afro-blonde-highlights__00.jpg,Hugo Ekitikes Hair Short Afro Blonde Highlights,Oval Face Shape,Curly|Short,Afro|Blonde|Celebrity|Dyed|Scissor Cut,12|0|4,Man For Himself is run by Robin James – men’s grooming and lifestyle creator.,https://manforhimself.com/mens-hairstyles/hugo-ekitikes-hair-short-afro-blonde-highlights/,dataset_cryai/images/hugo-ekitikes-hair-short-afro-blonde-highlights__00.jpg
train,tim-minchin-long-red-wavy-hair__00.jpg,Tim Minchin Long Red Wavy Hair,Long|Oval Face Shape,Fine|Texture|Wavy,Celebrity|Red,10|12|1|6|8,"Tim Michin’slong,wavyhairstyle, is a more polished look for the world premiere ofMatilda The Musical– the big screen adaptation of the musical co-written by Tim (and based on the iconic Roald Dahl book).",https://manforhimself.com/mens-hairstyles/tim-minchin-long-red-wavy-hair/,dataset_cryai/images/tim-minchin-long-red-wavy-hair__00.jpg
train,jamie-laing-bleached-blonde-crop-with-choppy-fringe__00.jpg,Jamie Laing Bleached Blonde Crop With Choppy Fringe,Round Face Shape,Straight,Blonde|Celebrity|Dyed|Fringe|Thinning,14|5,He’s known as the ultimate cheeky chappy on Made in Chelsea. And Jamie Laing’sbleachedblonde crop with choppyfringemakes him look even more mischievous.,https://manforhimself.com/mens-hairstyles/jamie-laing-bleached-blonde-crop-with-choppy-fringe/,dataset_cryai/images/jamie-laing-bleached-blonde-crop-with-choppy-fringe__00.jpg
train,diego-luna-long-swept-back-hair__00.jpg,Diego Luna Long Swept Back Hair,Long|Oval Face Shape,Straight|Thick,Celebrity|Scissor Cut,10|12|5|7,"Diego Luna’slong,swept backhair has quite likely been artfully styled to look so casual, but MFH likes a man who can rock such a cool, insouciant vibe and defy the demand for absolute perfection.",https://manforhimself.com/mens-hairstyles/diego-luna-long-swept-back-hair/,dataset_cryai/images/diego-luna-long-swept-back-hair__00.jpg
train,richard-gadd-textured-crop-with-undercut__00.jpeg,Richard Gadd Textured Crop With Undercut,Long Face Shape,Fine|Short,Brown|Celebrity|French Crop|Fringe|Scissor Cut|Undercut,11|1|4,"Not only is he killing it onNetflix, but Richard Gadd’s haircut with itstousled, asymmetricalfringeis rewriting the rule book on cool.",https://manforhimself.com/mens-hairstyles/richard-gadd-textured-crop-with-undercut/,dataset_cryai/images/richard-gadd-textured-crop-with-undercut__00.jpeg
